,Customer_ID,Gender,Age,Married, Dependents,City,Zip_Code,Referrals,Tenure,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium Tech Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
4293,6048-NJXHX,Male,21,Yes,0,Apple Valley,92308,1,41,Offer B,Yes,35,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19,899,0,0,1453,2353,Stayed,Not Applicable,Not Applicable
4294,6048-QBXKL,Female,68,No,0,Madison,95653,0,2,Offer E,Yes,31,Yes,Yes,DSL,25,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56,118,0,0,63,181,Joined,Not Applicable,Not Applicable
4295,6048-UWKAL,Female,73,Yes,0,Beale Afb,95903,2,69,None,Yes,19,Yes,Yes,Fiber Optic,13,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,105,6998,0,0,1337,8336,Stayed,Not Applicable,Not Applicable
4296,6050-FFXES,Female,51,Yes,0,Garden Grove,92844,3,69,None,Yes,14,Yes,Yes,Fiber Optic,6,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,105,7240,0,50,1013,8304,Stayed,Not Applicable,Not Applicable
4297,6050-IJRHS,Female,47,Yes,1,Chino Hills,91709,2,70,Offer A,Yes,5,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106,7397,0,0,415,7812,Stayed,Not Applicable,Not Applicable
4298,6051-PTVNS,Female,31,Yes,1,Bodfish,93205,0,55,Offer B,Yes,27,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19,998,0,0,1523,2521,Stayed,Not Applicable,Not Applicable
4299,6060-DRTNL,Female,66,No,0,San Jacinto,92583,0,5,None,Yes,27,No,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,84,415,0,20,136,572,Churned,Competitor,Competitor had better devices
4300,6060-QBMGV,Male,30,Yes,0,Pasadena,91106,9,70,Offer A,Yes,3,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19,1433,45,0,245,1634,Stayed,Not Applicable,Not Applicable
4301,6061-GWWAV,Male,44,No,1,Fresno,93726,0,41,None,Yes,13,No,Yes,Cable,11,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,70,2894,0,0,564,3458,Stayed,Not Applicable,Not Applicable
4302,6061-PQHMK,Female,50,No,0,Los Angeles,90006,0,25,None,Yes,1,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19,527,0,0,34,561,Stayed,Not Applicable,Not Applicable
4303,6064-PUPMC,Male,59,Yes,2,Loyalton,96118,4,23,None,Yes,37,No,Yes,DSL,30,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,57,1423,0,0,870,2294,Stayed,Not Applicable,Not Applicable
4304,6064-ZATLR,Female,44,No,0,Llano,93544,0,27,None,Yes,10,No,Yes,DSL,29,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,52,1498,0,0,284,1783,Stayed,Not Applicable,Not Applicable
4305,6067-NGCEU,Female,50,No,0,Topanga,90290,0,65,None,Yes,41,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,-3,7107,0,0,2715,9822,Stayed,Not Applicable,Not Applicable
4306,6072-NUQCB,Male,50,Yes,2,Villa Park,92861,1,22,Offer D,Yes,37,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20,488,0,0,829,1317,Stayed,Not Applicable,Not Applicable
4307,6075-QMNRR,Female,33,No,0,Doyle,96109,0,52,Offer B,Yes,38,No,Yes,DSL,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49,2535,0,0,2024,4559,Stayed,Not Applicable,Not Applicable
4308,6075-SLNIL,Male,47,No,0,Desert Center,92239,0,38,Offer C,Yes,6,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95,3691,0,0,254,3946,Stayed,Not Applicable,Not Applicable
4309,6077-BDPXA,Female,56,No,0,Merced,95340,0,3,None,Yes,5,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,194,0,0,16,211,Joined,Not Applicable,Not Applicable
4310,6078-VESFR,Male,78,Yes,0,Vista,92084,1,13,None,Yes,36,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70,849,0,0,475,1324,Stayed,Not Applicable,Not Applicable
4311,6080-LNESI,Male,63,No,0,Hercules,94547,0,51,Offer B,Yes,18,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24,1234,0,0,921,2156,Stayed,Not Applicable,Not Applicable
4312,6080-TCMYC,Male,55,Yes,3,Rosemead,91770,4,40,None,Yes,3,Yes,Yes,Fiber Optic,56,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81,3292,0,0,140,3433,Stayed,Not Applicable,Not Applicable
4313,6082-GLJIX,Male,50,No,0,Holtville,92250,0,18,Offer D,Yes,31,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19,331,0,0,563,895,Stayed,Not Applicable,Not Applicable
4314,6082-OQFBA,Male,62,Yes,0,Victorville,92394,2,23,Offer D,Yes,24,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19,436,0,0,572,1009,Stayed,Not Applicable,Not Applicable
4315,6086-ESGRL,Female,53,No,0,Brea,92821,0,1,Offer E,Yes,4,No,Yes,Fiber Optic,11,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-7,80,0,0,4,84,Churned,Attitude,Attitude of support person
4316,6087-MVHJH,Female,44,No,0,French Camp,95231,0,16,Offer D,Yes,17,Yes,Yes,Fiber Optic,5,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88,1422,0,140,284,1846,Churned,Other,Don't know
4317,6087-YPWHO,Male,56,Yes,0,Raymond,93653,1,72,Offer A,Yes,17,Yes,Yes,DSL,17,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,68,4808,0,0,1246,6055,Stayed,Not Applicable,Not Applicable
4318,6088-BXMRG,Female,59,Yes,1,Cabazon,92230,2,32,None,Yes,24,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98,3089,0,0,769,3858,Stayed,Not Applicable,Not Applicable
4319,6092-QZVPP,Male,27,No,0,Fresno,93704,0,36,Offer C,Yes,42,No,Yes,Cable,52,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79,2854,0,40,1530,4425,Stayed,Not Applicable,Not Applicable
4320,6094-ZIVKX,Female,45,No,0,Inglewood,90302,0,68,Offer A,Yes,17,No,Yes,Cable,27,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,54,3674,0,0,1183,4858,Stayed,Not Applicable,Not Applicable
4321,6096-EGVTU,Female,50,Yes,1,San Jose,95120,6,64,None,Yes,19,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24,1595,0,0,1230,2826,Stayed,Not Applicable,Not Applicable
4322,6097-EQISJ,Female,41,Yes,0,Los Angeles,90058,1,66,Offer A,Yes,48,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,102,6615,0,130,3218,9963,Churned,Competitor,Competitor had better devices
4323,6100-FJZDG,Male,49,Yes,0,Olema,94950,10,26,None,Yes,45,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20,505,0,0,1177,1683,Stayed,Not Applicable,Not Applicable
4324,6100-QQHEB,Male,42,Yes,0,San Jose,95121,1,17,Offer D,Yes,17,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92,1515,0,0,301,1816,Churned,Other,Moved
4325,6101-IMRMM,Male,53,No,0,El Segundo,90245,0,6,Offer E,Yes,16,No,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Mailed Check,94,575,0,10,99,684,Churned,Dissatisfaction,Network reliability
4326,6103-BOCOU,Female,37,No,0,San Francisco,94117,0,26,Offer C,Yes,20,Yes,Yes,Fiber Optic,22,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80,2193,0,0,536,2729,Stayed,Not Applicable,Not Applicable
4327,6103-LIANB,Male,49,Yes,1,Westminster,92683,3,59,None,Yes,41,Yes,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99,5861,0,0,2424,8286,Stayed,Not Applicable,Not Applicable
4328,6103-QCKFX,Female,36,Yes,3,Big Bar,96010,10,44,Offer B,Yes,43,No,Yes,DSL,75,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56,2419,14,40,1922,4367,Stayed,Not Applicable,Not Applicable
4329,6108-OQZDQ,Female,21,Yes,0,Keene,93531,4,4,Offer E,Yes,9,Yes,Yes,Fiber Optic,51,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97,384,0,0,39,424,Churned,Attitude,Attitude of service provider
4330,6110-OHIHY,Male,33,No,0,Burney,96013,0,3,Offer E,Yes,49,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,79,267,0,10,149,426,Churned,Competitor,Competitor offered higher download speeds
4331,6112-KTHFQ,Female,50,No,0,Loleta,95551,0,13,Offer D,Yes,21,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19,279,0,0,277,556,Stayed,Not Applicable,Not Applicable
4332,6114-TCFID,Female,47,No,0,Pismo Beach,93449,0,29,None,No,0,No,Yes,Cable,28,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,39,1082,0,0,0,1082,Stayed,Not Applicable,Not Applicable
4333,6115-ZTBFQ,Female,56,Yes,0,Alamo,94507,6,72,None,No,0,No,Yes,DSL,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,65,4919,0,0,0,4919,Stayed,Not Applicable,Not Applicable
4334,6116-RFVHN,Female,20,Yes,0,Roseville,95747,10,34,Offer C,Yes,35,Yes,Yes,Fiber Optic,47,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100,3414,0,0,1199,4614,Stayed,Not Applicable,Not Applicable
4335,6119-SPUDB,Male,40,No,0,Woodland,95695,0,46,Offer B,No,0,No,Yes,DSL,2,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,38,1755,0,0,0,1755,Stayed,Not Applicable,Not Applicable
4336,6120-RJKLU,Female,69,Yes,0,Sierra Madre,91024,9,62,Offer B,Yes,24,No,Yes,DSL,29,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,79,4819,0,0,1526,6346,Stayed,Not Applicable,Not Applicable
4337,6121-TNHBO,Female,71,No,0,Sacramento,95822,0,63,Offer B,Yes,15,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,83,5243,0,0,984,6227,Stayed,Not Applicable,Not Applicable
4338,6121-VZNQB,Female,35,No,0,Bolinas,94924,0,1,None,Yes,34,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19,19,0,0,34,53,Churned,Competitor,Competitor made better offer
4339,6122-EFVKN,Male,44,No,0,San Diego,92123,0,24,None,No,0,No,Yes,Cable,20,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,35,830,0,0,0,830,Stayed,Not Applicable,Not Applicable
4340,6122-LJADA,Male,31,Yes,1,Lower Lake,95457,7,70,None,Yes,2,Yes,Yes,Cable,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90,6237,0,0,175,6412,Stayed,Not Applicable,Not Applicable
4341,6124-ACRHJ,Female,59,No,0,San Mateo,94403,0,1,None,Yes,41,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19,19,0,0,41,61,Joined,Not Applicable,Not Applicable
4342,6127-ISGTU,Female,34,Yes,0,Garden Valley,95633,1,16,None,Yes,6,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84,1378,0,0,109,1487,Churned,Attitude,Attitude of support person
4343,6127-IYJOZ,Male,71,No,0,Studio City,91604,0,1,None,Yes,40,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45,45,0,0,40,86,Joined,Not Applicable,Not Applicable
4344,6128-AQBMT,Male,65,Yes,0,Nicasio,94946,8,41,Offer B,No,0,No,Yes,Cable,9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,53,2215,0,0,0,2215,Stayed,Not Applicable,Not Applicable
4345,6128-CZOMY,Female,43,No,0,Alpine,91901,0,1,None,Yes,36,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45,45,0,0,36,82,Churned,Competitor,Competitor offered higher download speeds
4346,6128-DAFVY,Female,58,No,0,Willits,95490,0,56,None,No,0,No,Yes,DSL,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,44,2564,0,0,0,2564,Stayed,Not Applicable,Not Applicable
4347,6131-FOYAS,Male,48,No,0,San Lorenzo,94580,0,35,None,Yes,20,Yes,Yes,DSL,16,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59,2094,0,0,721,2816,Stayed,Not Applicable,Not Applicable
4348,6131-IUNXN,Female,47,Yes,2,Huntington Beach,92646,6,19,None,Yes,46,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20,382,0,0,891,1273,Stayed,Not Applicable,Not Applicable
4349,6131-JLWZM,Female,27,No,0,San Francisco,94131,0,13,Offer D,Yes,22,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20,275,0,0,286,561,Stayed,Not Applicable,Not Applicable
4350,6133-OZILE,Female,45,No,0,Santa Monica,90403,0,18,Offer D,No,0,No,Yes,DSL,11,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,35,607,0,50,0,657,Stayed,Not Applicable,Not Applicable
4351,6134-KWTBV,Male,43,No,0,Covina,91724,0,62,None,Yes,48,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23,1429,0,0,3033,4463,Stayed,Not Applicable,Not Applicable
4352,6135-OZQVA,Female,46,No,0,Santa Clarita,91350,0,7,Offer E,Yes,40,Yes,Yes,Cable,17,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,53,404,0,0,282,687,Stayed,Not Applicable,Not Applicable
4353,6137-MFAJN,Female,62,No,0,Los Angeles,90008,0,48,None,No,0,No,Yes,Cable,23,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44,2104,0,0,0,2104,Stayed,Not Applicable,Not Applicable
4354,6137-NICCO,Female,39,Yes,2,Perris,92571,7,6,None,Yes,41,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94,518,0,0,247,766,Stayed,Not Applicable,Not Applicable
4355,6139-ZZRBQ,Male,79,No,0,Granite Bay,95746,0,64,None,Yes,4,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20,1198,0,0,319,1517,Stayed,Not Applicable,Not Applicable
4356,6140-QNRQQ,Male,42,No,0,Santa Barbara,93103,0,1,Offer E,Yes,17,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,71,71,0,0,17,88,Churned,Competitor,Competitor had better devices
4357,6141-OOXUQ,Male,43,No,0,San Bernardino,92411,0,1,Offer E,Yes,17,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19,19,0,0,17,36,Churned,Dissatisfaction,Service dissatisfaction
4358,6142-VSJQO,Female,27,Yes,3,Homeland,92548,0,1,None,Yes,40,No,Yes,Cable,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44,44,0,0,40,84,Churned,Attitude,Attitude of support person
4359,6143-JQKEA,Male,34,No,0,Adelanto,92301,0,10,None,Yes,15,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45,436,0,0,154,590,Stayed,Not Applicable,Not Applicable
4360,6145-NNPNO,Female,45,No,0,Santa Rosa,95404,0,1,Offer E,Yes,9,No,Yes,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44,44,0,0,9,53,Joined,Not Applicable,Not Applicable
4361,6147-CBCRA,Female,34,Yes,0,Wofford Heights,93285,5,33,None,Yes,4,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,669,0,0,136,806,Stayed,Not Applicable,Not Applicable
4362,6152-ONASV,Female,49,Yes,0,Landers,92285,4,68,Offer A,Yes,41,Yes,Yes,DSL,30,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58,3975,0,140,2819,6934,Stayed,Not Applicable,Not Applicable
4363,6156-UZDLF,Female,19,No,0,Pleasant Hill,94523,0,26,Offer C,Yes,45,No,Yes,Fiber Optic,41,Yes,No,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,87,2274,0,20,1172,3466,Stayed,Not Applicable,Not Applicable
4364,6158-DWPZT,Male,53,Yes,0,Avery,95224,1,9,Offer E,No,0,No,Yes,DSL,15,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,24,259,0,0,0,259,Churned,Competitor,Competitor offered more data
4365,6158-HDPXZ,Male,31,No,0,San Diego,92128,0,1,None,No,0,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25,25,0,0,0,25,Joined,Not Applicable,Not Applicable
4366,6161-ERDGD,Male,57,Yes,3,Santa Maria,93458,0,71,Offer A,Yes,23,Yes,Yes,DSL,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85,6300,0,0,1662,7962,Stayed,Not Applicable,Not Applicable
4367,6161-UUUTA,Male,77,No,0,Stockton,95206,0,3,None,Yes,2,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79,260,0,0,8,269,Churned,Price,Price too high
4368,6164-HAQTX,Male,46,No,0,Boonville,95415,0,71,None,No,0,No,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,53,3888,0,0,0,3888,Stayed,Not Applicable,Not Applicable
4369,6164-HXUGH,Female,40,Yes,1,Raymond,93653,1,6,Offer E,Yes,6,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19,119,0,0,38,158,Stayed,Not Applicable,Not Applicable
4370,6166-ILMNY,Female,46,No,0,Tomales,94971,0,2,None,Yes,26,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69,144,0,0,52,197,Churned,Competitor,Competitor had better devices
4371,6166-YIPFO,Male,33,Yes,0,Douglas City,96024,8,72,Offer A,No,0,No,Yes,DSL,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,64,4746,0,140,0,4886,Stayed,Not Applicable,Not Applicable
4372,6168-WFVVF,Female,69,No,0,San Diego,92126,0,3,None,Yes,5,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,235,0,0,16,252,Churned,Competitor,Competitor made better offer
4373,6168-YBYNP,Male,19,No,0,Newhall,91321,0,59,Offer B,Yes,48,Yes,Yes,Fiber Optic,51,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111,6519,0,0,2839,9358,Stayed,Not Applicable,Not Applicable
4374,6169-PGNCD,Female,61,No,0,Westwood,96137,0,57,None,Yes,6,No,Yes,DSL,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,74,4166,0,0,367,4534,Stayed,Not Applicable,Not Applicable
4375,6169-PPETC,Male,42,Yes,1,Brentwood,94513,8,35,None,Yes,47,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20,759,0,0,1656,2415,Stayed,Not Applicable,Not Applicable
4376,6171-ZTVYB,Male,42,Yes,0,San Diego,92104,1,43,None,Yes,26,Yes,Yes,DSL,17,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,66,2907,6,0,1122,4023,Stayed,Not Applicable,Not Applicable
4377,6172-FECYY,Male,55,Yes,0,Antioch,94509,1,49,Offer B,Yes,39,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84,4254,0,0,1940,6195,Churned,Competitor,Competitor offered more data
4378,6173-GOLSU,Male,79,Yes,0,Oak View,93022,4,67,Offer A,Yes,7,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,94,6079,0,0,482,6561,Stayed,Not Applicable,Not Applicable
4379,6173-ITPWD,Male,26,Yes,0,Heber,92249,1,47,Offer B,Yes,17,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83,4065,0,140,824,5029,Churned,Dissatisfaction,Product dissatisfaction
4380,6174-NRBTZ,Male,44,No,0,Murrieta,92563,0,46,None,No,0,No,Yes,Cable,19,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,30,1489,0,0,0,1489,Stayed,Not Applicable,Not Applicable
4381,6175-IRFIT,Male,32,No,0,Bangor,95914,0,5,None,Yes,32,No,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,78,426,0,10,164,600,Stayed,Not Applicable,Not Applicable
4382,6176-YJWAS,Male,43,Yes,0,Potter Valley,95469,1,72,Offer A,Yes,38,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,97,7114,0,0,2757,9871,Stayed,Not Applicable,Not Applicable
4383,6177-PEVRA,Female,58,No,0,Corcoran,93212,0,48,None,Yes,13,No,Yes,DSL,5,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Credit Card,55,2627,0,0,625,3252,Stayed,Not Applicable,Not Applicable
4384,6178-KFNHS,Female,34,No,0,Hughson,95326,0,12,Offer D,Yes,35,Yes,Yes,Fiber Optic,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78,909,0,0,429,1338,Churned,Competitor,Competitor offered higher download speeds
4385,6179-GJPSO,Female,67,No,0,Escondido,92027,0,43,None,Yes,31,No,Yes,Fiber Optic,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,108,4600,0,0,1368,5969,Churned,Competitor,Competitor made better offer
4386,6180-YBIQI,Male,35,No,0,Santa Monica,90404,0,5,Offer E,No,0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24,100,0,0,0,100,Stayed,Not Applicable,Not Applicable
4387,6181-AXXYF,Male,54,Yes,2,Pico Rivera,90660,3,72,Offer A,Yes,47,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24,1859,0,0,3433,5292,Stayed,Not Applicable,Not Applicable
4388,6184-DYUOB,Female,28,Yes,0,Palermo,95968,5,3,None,Yes,41,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19,55,0,0,125,180,Joined,Not Applicable,Not Applicable
4389,6185-TASNN,Male,71,No,0,Chula Vista,91913,0,1,Offer E,Yes,11,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,46,46,0,0,11,57,Joined,Not Applicable,Not Applicable
4390,6188-UXBBR,Female,47,Yes,0,Fresno,93720,1,38,Offer C,Yes,10,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20,814,0,0,400,1215,Stayed,Not Applicable,Not Applicable
4391,6194-HBGQN,Male,22,No,0,Taft,93268,0,51,None,Yes,34,Yes,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,81,4126,0,0,1772,5898,Stayed,Not Applicable,Not Applicable
4392,6195-MELTI,Male,57,No,0,Pleasant Hill,94523,0,57,None,Yes,9,No,Yes,DSL,20,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54,3134,0,0,531,3665,Stayed,Not Applicable,Not Applicable
4393,6196-HBOBZ,Male,31,Yes,0,Winnetka,91306,9,65,None,Yes,30,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99,6347,0,0,1978,8326,Stayed,Not Applicable,Not Applicable
4394,6198-PNNSZ,Female,54,Yes,0,Valley Springs,95252,9,56,Offer B,Yes,37,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,109,6109,0,0,2114,8224,Stayed,Not Applicable,Not Applicable
4395,6198-RTPMF,Female,46,Yes,0,Oregon House,95962,10,17,Offer D,Yes,9,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,92,1579,0,0,156,1736,Stayed,Not Applicable,Not Applicable
4396,6198-ZFIOJ,Female,50,No,0,Willits,95490,0,5,None,Yes,19,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75,402,0,10,96,509,Stayed,Not Applicable,Not Applicable
4397,6199-IPCAO,Female,62,Yes,2,Tehachapi,93561,8,29,None,Yes,5,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26,692,0,0,155,847,Stayed,Not Applicable,Not Applicable
4398,6199-IWKGC,Female,71,Yes,0,Benton,93512,5,46,None,Yes,21,Yes,Yes,Fiber Optic,15,No,No,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,100,4753,0,0,987,5741,Stayed,Not Applicable,Not Applicable
